交易日期,收盘价,年干支,月干支,日干支,收益率,天干,地支,五行_干,五行_支,月,周,年月
2010-03-12,3013.412,庚寅,己卯,辛酉,-0.01241117667917957,辛,酉,金,金,3,10,2010-03
2010-03-15,2976.939,庚寅,己卯,甲子,-0.012103555703634306,甲,子,木,水,3,11,2010-03
2010-03-16,2992.841,庚寅,己卯,乙丑,0.005341728533906798,乙,丑,木,土,3,11,2010-03
2010-03-17,3050.479,庚寅,己卯,丙寅,0.019258624163462024,丙,寅,火,木,3,11,2010-03
2010-03-18,3046.089,庚寅,己卯,丁卯,-0.0014391182499534638,丁,卯,火,木,3,11,2010-03
2010-03-19,3067.75,庚寅,己卯,戊辰,0.007111085723365385,戊,辰,土,土,3,11,2010-03
2010-03-22,3074.576,庚寅,己卯,辛未,0.0022250835302746186,辛,未,金,土,3,12,2010-03
2010-03-23,3053.125,庚寅,己卯,壬申,-0.006976896977014091,壬,申,水,金,3,12,2010-03
2010-03-24,3056.808,庚寅,己卯,癸酉,0.0012063050153530153,癸,酉,水,金,3,12,2010-03
2010-03-25,3019.176,庚寅,己卯,甲戌,-0.012310881154459219,甲,戌,木,土,3,12,2010-03
2010-03-26,3059.715,庚寅,己卯,乙亥,0.01342717350694378,乙,亥,木,水,3,12,2010-03
2010-03-29,3123.798,庚寅,己卯,戊寅,0.02094410753942766,戊,寅,土,木,3,13,2010-03
2010-03-30,3128.468,庚寅,己卯,己卯,0.0014949750271944229,己,卯,土,木,3,13,2010-03
2010-03-31,3109.105,庚寅,己卯,庚辰,-0.0061892913720069664,庚,辰,金,土,3,13,2010-03
2010-04-01,3147.416,庚寅,己卯,辛巳,0.012322195615780185,辛,巳,金,火,4,13,2010-04
2010-04-02,3157.957,庚寅,己卯,壬午,0.003349096528707962,壬,午,水,火,4,13,2010-04
2010-04-06,3158.681,庚寅,庚辰,丙戌,0.00022926214638130382,丙,戌,火,土,4,14,2010-04
2010-04-07,3148.222,庚寅,庚辰,丁亥,-0.0033111922349866596,丁,亥,火,水,4,14,2010-04
2010-04-08,3118.709,庚寅,庚辰,戊子,-0.009374497732370979,戊,子,土,水,4,14,2010-04
2010-04-09,3145.347,庚寅,庚辰,己丑,0.008541354772118925,己,丑,土,土,4,14,2010-04
2010-04-12,3129.263,庚寅,庚辰,壬辰,-0.005113585241946383,壬,辰,水,土,4,15,2010-04
2010-04-13,3161.251,庚寅,庚辰,癸巳,0.010222215262827072,癸,巳,水,火,4,15,2010-04
2010-04-14,3166.183,庚寅,庚辰,甲午,0.0015601418552337876,甲,午,木,火,4,15,2010-04
2010-04-15,3164.966,庚寅,庚辰,乙未,-0.00038437449762063203,乙,未,木,土,4,15,2010-04
2010-04-16,3130.302,庚寅,庚辰,丙申,-0.010952408335508146,丙,申,火,金,4,15,2010-04
2010-04-19,2980.297,庚寅,庚辰,己亥,-0.047920296508132454,己,亥,土,水,4,16,2010-04
2010-04-20,2979.533,庚寅,庚辰,庚子,-0.00025635028992077036,庚,子,金,水,4,16,2010-04
2010-04-21,3033.278,庚寅,庚辰,辛丑,0.01803806166939581,辛,丑,金,土,4,16,2010-04
2010-04-22,2999.484,庚寅,庚辰,壬寅,-0.01114108235380995,壬,寅,水,木,4,16,2010-04
2010-04-23,2983.537,庚寅,庚辰,癸卯,-0.005316581118619101,癸,卯,水,木,4,16,2010-04
2010-04-26,2969.503,庚寅,庚辰,丙午,-0.004703812957573383,丙,午,火,火,4,17,2010-04
2010-04-27,2907.928,庚寅,庚辰,丁未,-0.020735793161347327,丁,未,火,土,4,17,2010-04
2010-04-28,2900.331,庚寅,庚辰,戊申,-0.0026125131021125236,戊,申,土,金,4,17,2010-04
2010-04-29,2868.432,庚寅,庚辰,己酉,-0.010998399837811701,己,酉,土,金,4,17,2010-04
2010-04-30,2870.611,庚寅,庚辰,庚戌,0.0007596484769378797,庚,戌,金,土,4,17,2010-04
2010-05-04,2835.277,庚寅,庚辰,甲寅,-0.012308877796399331,甲,寅,木,木,5,18,2010-05
2010-05-05,2857.151,庚寅,辛巳,乙卯,0.007714942843326966,乙,卯,木,木,5,18,2010-05
2010-05-06,2739.702,庚寅,辛巳,丙辰,-0.041107032844956204,丙,辰,火,土,5,18,2010-05
2010-05-07,2688.383,庚寅,辛巳,丁巳,-0.018731599276125777,丁,巳,火,火,5,18,2010-05
2010-05-10,2698.757,庚寅,辛巳,庚申,0.0038588251748357116,庚,申,金,金,5,19,2010-05
2010-05-11,2647.574,庚寅,辛巳,辛酉,-0.01896539777386408,辛,酉,金,金,5,19,2010-05
2010-05-12,2655.714,庚寅,辛巳,壬戌,0.003074512742608837,壬,戌,水,土,5,19,2010-05
2010-05-13,2710.507,庚寅,辛巳,癸亥,0.020632116259506894,癸,亥,水,水,5,19,2010-05
2010-05-14,2696.629,庚寅,辛巳,甲子,-0.005120075321701889,甲,子,木,水,5,19,2010-05
2010-05-17,2559.931,庚寅,辛巳,丁卯,-0.050692179013130834,丁,卯,火,木,5,20,2010-05
2010-05-18,2594.783,庚寅,辛巳,戊辰,0.013614429451418664,戊,辰,土,土,5,20,2010-05
2010-05-19,2587.807,庚寅,辛巳,己巳,-0.0026884714444329605,己,巳,土,火,5,20,2010-05
2010-05-20,2555.94,庚寅,辛巳,庚午,-0.012314287734749851,庚,午,金,火,5,20,2010-05
2010-05-21,2583.522,庚寅,辛巳,辛未,0.010791333129885672,辛,未,金,土,5,20,2010-05
2010-05-24,2673.423,庚寅,辛巳,甲戌,0.03479784573152456,甲,戌,木,土,5,21,2010-05
2010-05-25,2622.63,庚寅,辛巳,乙亥,-0.018999238055481538,乙,亥,木,水,5,21,2010-05
2010-05-26,2625.793,庚寅,辛巳,丙子,0.0012060412639220974,丙,子,火,水,5,21,2010-05
2010-05-27,2655.918,庚寅,辛巳,丁丑,0.01147272462071447,丁,丑,火,土,5,21,2010-05
2010-05-28,2655.767,庚寅,辛巳,戊寅,-5.685416492540174e-05,戊,寅,土,木,5,21,2010-05
2010-05-31,2592.147,庚寅,辛巳,辛巳,-0.02395541476341856,辛,巳,金,火,5,22,2010-05
2010-06-01,2568.283,庚寅,辛巳,壬午,-0.009206268008720153,壬,午,水,火,6,22,2010-06
2010-06-02,2571.423,庚寅,辛巳,癸未,0.001222606698716655,癸,未,水,土,6,22,2010-06
2010-06-03,2552.656,庚寅,辛巳,甲申,-0.007298293590747185,甲,申,木,金,6,22,2010-06
2010-06-04,2553.593,庚寅,辛巳,乙酉,0.0003670686531989098,乙,酉,木,金,6,22,2010-06
2010-06-07,2511.729,庚寅,壬午,戊子,-0.01639415521580767,戊,子,土,水,6,23,2010-06
2010-06-08,2513.947,庚寅,壬午,己丑,0.0008830570495463874,己,丑,土,土,6,23,2010-06
2010-06-09,2583.87,庚寅,壬午,庚寅,0.027814031083391866,庚,寅,金,木,6,23,2010-06
2010-06-10,2562.58,庚寅,壬午,辛卯,-0.008239578616571208,辛,卯,金,木,6,23,2010-06
2010-06-11,2569.942,庚寅,壬午,壬辰,0.002872885919659174,壬,辰,水,土,6,23,2010-06
2010-06-17,2560.245,庚寅,壬午,戊戌,-0.0037732369057356108,戊,戌,土,土,6,24,2010-06
2010-06-18,2513.222,庚寅,壬午,己亥,-0.01836660163382786,己,亥,土,水,6,24,2010-06
2010-06-21,2586.21,庚寅,壬午,壬寅,0.029041604760741357,壬,寅,水,木,6,25,2010-06
2010-06-22,2588.698,庚寅,壬午,癸卯,0.0009620255122360089,癸,卯,水,木,6,25,2010-06
2010-06-23,2569.872,庚寅,壬午,甲辰,-0.00727238171466893,甲,辰,木,土,6,25,2010-06
2010-06-24,2566.745,庚寅,壬午,乙巳,-0.0012167921203857235,乙,巳,木,火,6,25,2010-06
2010-06-25,2552.817,庚寅,壬午,丙午,-0.005426327897784855,丙,午,火,火,6,25,2010-06
2010-06-28,2535.278,庚寅,壬午,己酉,-0.006870449389831057,己,酉,土,金,6,26,2010-06
2010-06-29,2427.053,庚寅,壬午,庚戌,-0.04268762636681256,庚,戌,金,土,6,26,2010-06
2010-06-30,2398.37,庚寅,壬午,辛亥,-0.011818036112107966,辛,亥,金,水,6,26,2010-06
2010-07-01,2373.792,庚寅,壬午,壬子,-0.010247793292944785,壬,子,水,水,7,26,2010-07
2010-07-02,2382.901,庚寅,壬午,癸丑,0.0038373202032864207,癸,丑,水,土,7,26,2010-07
2010-07-05,2363.947,庚寅,壬午,丙辰,-0.007954170148067319,丙,辰,火,土,7,27,2010-07
2010-07-06,2409.424,庚寅,壬午,丁巳,0.01923774094766073,丁,巳,火,火,7,27,2010-07
2010-07-07,2421.117,庚寅,癸未,戊午,0.004853027113534303,戊,午,土,火,7,27,2010-07
2010-07-08,2415.15,庚寅,癸未,己未,-0.0024645649095025313,己,未,土,土,7,27,2010-07
2010-07-09,2470.923,庚寅,癸未,庚申,0.02309297559157808,庚,申,金,金,7,27,2010-07
2010-07-12,2490.718,庚寅,癸未,癸亥,0.008011176390360975,癸,亥,水,水,7,28,2010-07
2010-07-13,2450.286,庚寅,癸未,甲子,-0.016233070142826156,甲,子,木,水,7,28,2010-07
2010-07-14,2470.44,庚寅,癸未,乙丑,0.008225162287177845,乙,丑,木,土,7,28,2010-07
2010-07-15,2424.304,庚寅,癸未,丙寅,-0.018675215751040253,丙,寅,火,木,7,28,2010-07
2010-07-16,2424.271,庚寅,癸未,丁卯,-1.3612154251219089e-05,丁,卯,火,木,7,28,2010-07
2010-07-19,2475.421,庚寅,癸未,庚午,0.021099126294048753,庚,午,金,火,7,29,2010-07
2010-07-20,2528.73,庚寅,癸未,辛未,0.021535326718162384,辛,未,金,土,7,29,2010-07
2010-07-21,2535.394,庚寅,癸未,壬申,0.002635314960474089,壬,申,水,金,7,29,2010-07
2010-07-22,2562.406,庚寅,癸未,癸酉,0.01065396541918151,癸,酉,水,金,7,29,2010-07
2010-07-23,2572.028,庚寅,癸未,甲戌,0.003755064576027367,甲,戌,木,土,7,29,2010-07
2010-07-26,2588.683,庚寅,癸未,丁丑,0.006475434948608694,丁,丑,火,土,7,30,2010-07
2010-07-27,2575.368,庚寅,癸未,戊寅,-0.005143542102296839,戊,寅,土,木,7,30,2010-07
2010-07-28,2633.663,庚寅,癸未,己卯,0.022635600038518833,己,卯,土,木,7,30,2010-07
2010-07-29,2648.116,庚寅,癸未,庚辰,0.005487793996422408,庚,辰,金,土,7,30,2010-07
2010-07-30,2637.503,庚寅,癸未,辛巳,-0.004007754947290776,辛,巳,金,火,7,30,2010-07
2010-08-02,2672.516,庚寅,癸未,甲申,0.01327505599045753,甲,申,木,金,8,31,2010-08
2010-08-03,2627.002,庚寅,癸未,乙酉,-0.017030393831131474,乙,酉,木,金,8,31,2010-08
2010-08-04,2638.522,庚寅,癸未,丙戌,0.0043852269621416085,丙,戌,火,土,8,31,2010-08
2010-08-05,2620.757,庚寅,癸未,丁亥,-0.006732936090735553,丁,亥,火,水,8,31,2010-08
2010-08-06,2658.392,庚寅,癸未,戊子,0.014360354660886143,戊,子,土,水,8,31,2010-08
2010-08-09,2672.533,庚寅,甲申,辛卯,0.005319381039365245,辛,卯,金,木,8,32,2010-08
2010-08-10,2595.274,庚寅,甲申,壬辰,-0.02890852984790082,壬,辰,水,土,8,32,2010-08
2010-08-11,2607.497,庚寅,甲申,癸巳,0.004709714658259534,癸,巳,水,火,8,32,2010-08
2010-08-12,2575.475,庚寅,甲申,甲午,-0.012280742796635935,甲,午,木,火,8,32,2010-08
2010-08-13,2606.7,庚寅,甲申,乙未,0.012123977130432229,乙,未,木,土,8,32,2010-08
2010-08-16,2661.708,庚寅,甲申,戊戌,0.021102543445736144,戊,戌,土,土,8,33,2010-08
2010-08-17,2671.893,庚寅,甲申,己亥,0.003826490358822099,己,亥,土,水,8,33,2010-08
2010-08-18,2666.301,庚寅,甲申,庚子,-0.002092898181177194,庚,子,金,水,8,33,2010-08
2010-08-19,2687.979,庚寅,甲申,辛丑,0.008130364876283602,辛,丑,金,土,8,33,2010-08
2010-08-20,2642.307,庚寅,甲申,壬寅,-0.016991204172354002,壬,寅,水,木,8,33,2010-08
2010-08-23,2639.366,庚寅,甲申,乙巳,-0.001113042504145012,乙,巳,木,火,8,34,2010-08
2010-08-24,2650.307,庚寅,甲申,丙午,0.004145313685180341,丙,午,火,火,8,34,2010-08
2010-08-25,2596.58,庚寅,甲申,丁未,-0.020271991131593392,丁,未,火,土,8,34,2010-08
2010-08-26,2603.481,庚寅,甲申,戊申,0.00265772670204667,戊,申,土,金,8,34,2010-08
2010-08-27,2610.742,庚寅,甲申,己酉,0.002788958321570334,己,酉,土,金,8,34,2010-08
2010-08-30,2652.664,庚寅,甲申,壬子,0.016057503958644803,壬,子,水,水,8,35,2010-08
2010-08-31,2638.798,庚寅,甲申,癸丑,-0.005227198016786283,癸,丑,水,土,8,35,2010-08
2010-09-01,2622.882,庚寅,甲申,甲寅,-0.006031534054520171,甲,寅,木,木,9,35,2010-09
2010-09-02,2655.776,庚寅,甲申,乙卯,0.012541166548857285,乙,卯,木,木,9,35,2010-09
2010-09-03,2655.394,庚寅,甲申,丙辰,-0.00014383743207257993,丙,辰,火,土,9,35,2010-09
2010-09-06,2696.25,庚寅,甲申,己未,0.015386040640296805,己,未,土,土,9,36,2010-09
2010-09-07,2698.363,庚寅,甲申,庚申,0.0007836810384793669,庚,申,金,金,9,36,2010-09
2010-09-08,2695.291,庚寅,乙酉,辛酉,-0.0011384680267256808,辛,酉,金,金,9,36,2010-09
2010-09-09,2656.352,庚寅,乙酉,壬戌,-0.014447048574718013,壬,戌,水,土,9,36,2010-09
2010-09-10,2663.209,庚寅,乙酉,癸亥,0.002581359699316943,癸,亥,水,水,9,36,2010-09
2010-09-13,2688.32,庚寅,乙酉,丙寅,0.00942885068351762,丙,寅,火,木,9,37,2010-09
2010-09-14,2688.522,庚寅,乙酉,丁卯,7.513986430174313e-05,丁,卯,火,木,9,37,2010-09
2010-09-15,2652.503,庚寅,乙酉,戊辰,-0.013397323882787582,戊,辰,土,土,9,37,2010-09
2010-09-16,2602.465,庚寅,乙酉,己巳,-0.018864446147657477,己,巳,土,火,9,37,2010-09
2010-09-17,2598.689,庚寅,乙酉,庚午,-0.0014509320970695905,庚,午,金,火,9,37,2010-09
2010-09-20,2588.713,庚寅,乙酉,癸酉,-0.0038388587476222424,癸,酉,水,金,9,38,2010-09
2010-09-21,2591.55,庚寅,乙酉,甲戌,0.0010959113659954056,甲,戌,木,土,9,38,2010-09
2010-09-27,2627.967,庚寅,乙酉,庚辰,0.014052208137986799,庚,辰,金,土,9,39,2010-09
2010-09-28,2611.354,庚寅,乙酉,辛巳,-0.006321616671746799,辛,巳,金,火,9,39,2010-09
2010-09-29,2610.678,庚寅,乙酉,壬午,-0.0002588695366464444,壬,午,水,火,9,39,2010-09
2010-09-30,2655.658,庚寅,乙酉,癸未,0.01722924083322419,癸,未,水,土,9,39,2010-09
2010-10-08,2738.744,庚寅,丙戌,辛卯,0.03128640811429784,辛,卯,金,木,10,40,2010-10
2010-10-11,2806.942,庚寅,丙戌,甲午,0.024901195584545288,甲,午,木,火,10,41,2010-10
2010-10-12,2841.407,庚寅,丙戌,乙未,0.01227848669477316,乙,未,木,土,10,41,2010-10
2010-10-13,2861.361,庚寅,丙戌,丙申,0.0070225771950302995,丙,申,火,金,10,41,2010-10
2010-10-14,2879.636,庚寅,丙戌,丁酉,0.006386820817086747,丁,酉,火,金,10,41,2010-10
2010-10-15,2971.16,庚寅,丙戌,戊戌,0.031783183707940754,戊,戌,土,土,10,41,2010-10
2010-10-18,2955.227,庚寅,丙戌,辛丑,-0.005362551999892329,辛,丑,金,土,10,42,2010-10
2010-10-19,3001.853,庚寅,丙戌,壬寅,0.015777468194490663,壬,寅,水,木,10,42,2010-10
2010-10-20,3003.951,庚寅,丙戌,癸卯,0.0006989016450837937,癸,卯,水,木,10,42,2010-10
2010-10-21,2983.533,庚寅,丙戌,甲辰,-0.0067970482874055715,甲,辰,木,土,10,42,2010-10
2010-10-22,2975.043,庚寅,丙戌,乙巳,-0.002845619606017369,乙,巳,木,火,10,42,2010-10
2010-10-25,3051.419,庚寅,丙戌,戊申,0.025672233981155923,戊,申,土,金,10,43,2010-10
2010-10-26,3041.543,庚寅,丙戌,己酉,-0.0032365270059601103,己,酉,土,金,10,43,2010-10
2010-10-27,2997.048,庚寅,丙戌,庚戌,-0.014629087933328733,庚,戌,金,土,10,43,2010-10
2010-10-28,2992.579,庚寅,丙戌,辛亥,-0.0014911339424659165,辛,亥,金,水,10,43,2010-10
2010-10-29,2978.835,庚寅,丙戌,壬子,-0.004592694127707242,壬,子,水,水,10,43,2010-10
2010-11-01,3054.021,庚寅,丙戌,乙卯,0.02524006868456974,乙,卯,木,木,11,44,2010-11
2010-11-02,3045.434,庚寅,丙戌,丙辰,-0.002811702997458143,丙,辰,火,土,11,44,2010-11
2010-11-03,3030.988,庚寅,丙戌,丁巳,-0.0047434946874568285,丁,巳,火,火,11,44,2010-11
2010-11-04,3086.939,庚寅,丙戌,戊午,0.01845965737904609,戊,午,土,火,11,44,2010-11
2010-11-05,3129.497,庚寅,丙戌,己未,0.013786472618992462,己,未,土,土,11,44,2010-11
2010-11-08,3159.512,庚寅,丁亥,壬戌,0.009590998169993536,壬,戌,水,土,11,45,2010-11
2010-11-09,3135.0,庚寅,丁亥,癸亥,-0.007758160120930113,癸,亥,水,水,11,45,2010-11
2010-11-10,3115.356,庚寅,丁亥,甲子,-0.006266028708133864,甲,子,木,水,11,45,2010-11
2010-11-11,3147.744,庚寅,丁亥,乙丑,0.010396243639571257,乙,丑,木,土,11,45,2010-11
2010-11-12,2985.435,庚寅,丁亥,丙寅,-0.0515635960230566,丙,寅,火,木,11,45,2010-11
2010-11-15,3014.413,庚寅,丁亥,己巳,0.00970645818783522,己,巳,土,火,11,46,2010-11
2010-11-16,2894.538,庚寅,丁亥,庚午,-0.039767278073707835,庚,午,金,火,11,46,2010-11
2010-11-17,2838.857,庚寅,丁亥,辛未,-0.01923657592334249,辛,未,金,土,11,46,2010-11
2010-11-18,2865.452,庚寅,丁亥,壬申,0.00936820699316665,壬,申,水,金,11,46,2010-11
2010-11-19,2888.566,庚寅,丁亥,癸酉,0.008066441175772487,癸,酉,水,金,11,46,2010-11
2010-11-22,2884.371,庚寅,丁亥,丙子,-0.0014522777045772317,丙,子,火,水,11,47,2010-11
2010-11-23,2828.282,庚寅,丁亥,丁丑,-0.019445834117733152,丁,丑,火,土,11,47,2010-11
2010-11-24,2859.936,庚寅,丁亥,戊寅,0.01119195327764344,戊,寅,土,木,11,47,2010-11
2010-11-25,2898.261,庚寅,丁亥,己卯,0.013400649525024289,己,卯,土,木,11,47,2010-11
2010-11-26,2871.698,庚寅,丁亥,庚辰,-0.00916515110267846,庚,辰,金,土,11,47,2010-11
2010-11-29,2866.356,庚寅,丁亥,癸未,-0.0018602234636092563,癸,未,水,土,11,48,2010-11
2010-11-30,2820.181,庚寅,丁亥,甲申,-0.016109303938519948,甲,申,木,金,11,48,2010-11
2010-12-01,2823.449,庚寅,丁亥,乙酉,0.0011587908719334905,乙,酉,木,金,12,48,2010-12
2010-12-02,2843.607,庚寅,丁亥,丙戌,0.00713949499353439,丙,戌,火,土,12,48,2010-12
2010-12-03,2842.431,庚寅,丁亥,丁亥,-0.00041355925766106694,丁,亥,火,水,12,48,2010-12
2010-12-06,2857.178,庚寅,丁亥,庚寅,0.005188164637945469,庚,寅,金,木,12,49,2010-12
2010-12-07,2875.861,庚寅,戊子,辛卯,0.006538969570674347,辛,卯,金,木,12,49,2010-12
2010-12-08,2848.546,庚寅,戊子,壬辰,-0.009498025113174768,壬,辰,水,土,12,49,2010-12
2010-12-09,2810.949,庚寅,戊子,癸巳,-0.013198663458480087,癸,巳,水,火,12,49,2010-12
2010-12-10,2841.04,庚寅,戊子,甲午,0.010704925631877416,甲,午,木,火,12,49,2010-12
2010-12-13,2922.954,庚寅,戊子,丁酉,0.028832399403035502,丁,酉,火,金,12,50,2010-12
2010-12-14,2927.077,庚寅,戊子,戊戌,0.0014105593177313747,戊,戌,土,土,12,50,2010-12
2010-12-15,2911.414,庚寅,戊子,己亥,-0.005351072076341001,己,亥,土,水,12,50,2010-12
2010-12-16,2898.138,庚寅,戊子,庚子,-0.004559983568121928,庚,子,金,水,12,50,2010-12
2010-12-17,2893.74,庚寅,戊子,辛丑,-0.001517526080538678,辛,丑,金,土,12,50,2010-12
2010-12-20,2852.916,庚寅,戊子,甲辰,-0.01410769454062899,甲,辰,木,土,12,51,2010-12
2010-12-21,2904.115,庚寅,戊子,乙巳,0.017946199607699498,乙,巳,木,火,12,51,2010-12
2010-12-22,2877.9,庚寅,戊子,丙午,-0.009026846388658694,丙,午,火,火,12,51,2010-12
2010-12-23,2855.22,庚寅,戊子,丁未,-0.007880746377567083,丁,未,火,土,12,51,2010-12
2010-12-24,2835.157,庚寅,戊子,戊申,-0.0070267790222818816,戊,申,土,金,12,51,2010-12
2010-12-27,2781.402,庚寅,戊子,辛亥,-0.01896014929684675,辛,亥,金,水,12,52,2010-12
2010-12-28,2732.99,庚寅,戊子,壬子,-0.0174056105518009,壬,子,水,水,12,52,2010-12
2010-12-29,2751.527,庚寅,戊子,癸丑,0.0067826812392288716,癸,丑,水,土,12,52,2010-12
2010-12-30,2759.575,庚寅,戊子,甲寅,0.0029249213255038153,甲,寅,木,木,12,52,2010-12
2010-12-31,2808.077,庚寅,戊子,乙卯,0.017575894838879336,乙,卯,木,木,12,52,2010-12
2011-01-04,2852.648,庚寅,戊子,己未,0.0158724279996596,己,未,土,土,1,1,2011-01
2011-01-05,2838.593,庚寅,戊子,庚申,-0.0049270011582221995,庚,申,金,金,1,1,2011-01
2011-01-06,2824.197,庚寅,己丑,辛酉,-0.005071526633088852,辛,酉,金,金,1,1,2011-01
2011-01-07,2838.801,庚寅,己丑,壬戌,0.005171027375214798,壬,戌,水,土,1,1,2011-01
2011-01-10,2791.809,庚寅,己丑,乙丑,-0.01655346746742714,乙,丑,木,土,1,2,2011-01
2011-01-11,2804.047,庚寅,己丑,丙寅,0.004383537699033102,丙,寅,火,木,1,2,2011-01
2011-01-12,2821.305,庚寅,己丑,丁卯,0.006154675724051595,丁,卯,火,木,1,2,2011-01
2011-01-13,2827.713,庚寅,己丑,戊辰,0.0022712893501413145,戊,辰,土,土,1,2,2011-01
2011-01-14,2791.344,庚寅,己丑,己巳,-0.012861630582736039,己,巳,土,火,1,2,2011-01
2011-01-17,2706.66,庚寅,己丑,壬申,-0.030338073702130708,壬,申,水,金,1,3,2011-01
2011-01-18,2708.979,庚寅,己丑,癸酉,0.0008567755092991902,癸,酉,水,金,1,3,2011-01
2011-01-19,2758.097,庚寅,己丑,甲戌,0.01813155436051761,甲,戌,木,土,1,3,2011-01
2011-01-20,2677.652,庚寅,己丑,乙亥,-0.029166849461784716,乙,亥,木,水,1,3,2011-01
2011-01-21,2715.294,庚寅,己丑,丙子,0.01405783873333788,丙,子,火,水,1,3,2011-01
