entry_month,ts_code,month_wuxing,hold_1m,hold_2m,hold_3m,hold_6m,hold_9m,hold_12m,hold_24m
2016-03,601288.SH,木,-0.262002,-0.018604,1e-06,-0.043271,-0.041447,0.04375,0.105385
2016-04,601288.SH,土,0.305069,0.164054,-0.012758,0.025806,0.038646,0.083334,0.105059
2016-05,601288.SH,火,0.038275,-0.141345,0.025315,0.01258,0.025157,0.109718,0.060845
2016-06,601288.SH,火,-0.289891,0.018895,-0.084671,-0.061523,0.058755,0.099999,0.036822
2016-07,601288.SH,土,0.461955,0.03921,0.065877,0.065343,0.117399,0.192925,0.081859
2016-08,601288.SH,金,-0.261293,-0.089891,3e-06,0.025079,0.139369,0.174455,0.063411
2016-09,601288.SH,金,0.121282,0.163498,-0.037789,0.138687,0.169493,0.220448,0.114815
2016-10,601288.SH,土,0.207304,-0.108651,0.06481,0.144087,0.238555,0.183545,0.106655
2016-11,601288.SH,水,-0.341919,0.0,0.050784,0.216175,0.239124,0.165109,0.054586
2016-12,601288.SH,水,0.51957,0.327792,0.347531,0.289321,0.321099,0.235484,0.077632
2017-01,601288.SH,土,0.160218,0.268959,0.229266,0.335785,0.225995,0.389408,0.076512
2017-02,601288.SH,木,0.387892,0.265316,0.407598,0.345598,0.205918,0.270769,0.08131
2017-03,601288.SH,木,0.153566,0.417555,0.233627,0.308079,0.200245,0.170659,0.056772
2017-04,601288.SH,土,0.741957,0.275717,0.451535,0.224363,0.447297,0.12722,0.054716
2017-05,601288.SH,火,-0.065732,0.32502,0.28633,0.116188,0.228182,0.014125,0.019582
2017-06,601288.SH,火,0.879203,0.50936,0.387024,0.183894,0.150392,-0.022727,0.0113
2017-07,601288.SH,土,0.212305,0.191623,0.032745,0.445183,0.036101,-0.018867,-0.014936
2017-08,601288.SH,金,0.171295,-0.046801,-0.031449,0.200102,-0.063147,-0.037134,-0.050339
2017-09,601288.SH,金,-0.224287,-0.119254,0.010513,0.047676,-0.130385,0.018325,-0.048286
2017-10,601288.SH,土,0.0,0.153354,1.022334,0.037784,-0.035491,0.03476,-0.01346
2017-11,601288.SH,水,0.330225,1.875937,0.48701,-0.078605,-0.039022,-0.045454,-0.016174
2017-12,601288.SH,水,5.217755,0.572201,0.086205,-0.193287,0.020942,-0.060052,-0.018448
2018-01,601288.SH,土,-0.602458,-0.546005,-0.467449,-0.33391,-0.172372,-0.165919,-0.11161
2018-02,601288.SH,木,-0.481535,-0.383618,-0.429077,-0.227473,-0.176574,-0.079903,-0.091339
2018-03,601288.SH,木,-0.267208,-0.40089,-0.400862,-0.010203,-0.104289,-0.046036,-0.071619
2018-04,601288.SH,土,-0.510185,-0.458249,-0.166884,0.031745,-0.031371,-0.013124,-0.047039
2018-05,601288.SH,火,-0.400807,0.086531,0.04532,-0.011109,0.078745,0.025069,-0.026823
2018-06,601288.SH,火,0.970233,0.380673,0.635179,0.095188,0.113954,0.046512,-0.008759
2018-07,601288.SH,土,-0.03247,0.489667,0.277729,0.044439,0.044196,-0.010989,-0.058001
2018-08,601288.SH,金,1.293581,0.468339,-0.064493,0.095856,0.018406,-0.063362,-0.05963
2018-09,601288.SH,金,-0.059977,-0.402533,-0.266479,-0.080571,-0.098144,-0.110541,-0.097277
2018-10,601288.SH,土,-0.620258,-0.352038,-0.146256,-0.056041,-0.091925,-0.059433,-0.097807
2018-11,601288.SH,水,0.105629,0.280108,0.283689,0.062571,-0.062985,0.014003,-0.040017
2018-12,601288.SH,水,0.482121,0.383199,0.152456,-2e-06,-0.051515,0.024998,-0.066073
2019-01,601288.SH,土,0.29088,0.016236,0.043709,-0.063476,-0.028572,-0.053765,-0.079797
2019-02,601288.SH,木,-0.199976,-0.061518,-0.120458,-0.199447,-0.062656,-0.102632,-0.073774
2019-03,601288.SH,木,0.100902,-0.077783,-0.13229,-0.139534,-0.014275,-0.096515,-0.04526
2019-04,601288.SH,土,-0.227466,-0.229652,-0.159654,-0.062813,-0.084189,-0.079788,-0.077469
2019-05,601288.SH,火,-0.231831,-0.123547,-0.271342,-0.032345,-0.09661,-0.076087,-0.058794
2019-06,601288.SH,火,0.0,-0.290329,-0.146716,0.050623,-0.084265,-0.061111,-0.082576
2019-07,601288.SH,土,-0.496367,-0.211793,0.045188,-0.043952,-0.051514,-0.102778,-0.097842
2019-08,601288.SH,金,0.233576,0.505686,0.285042,0.005891,-0.0,-0.055883,-0.066947
2019-09,601288.SH,金,0.837819,0.311575,0.2936,-0.051346,-0.030709,-0.083815,-0.078202
2019-10,601288.SH,土,-0.063983,0.085297,-0.125489,-0.096456,-0.14729,-0.134615,-0.101283
2019-11,601288.SH,水,0.258385,-0.15471,-0.212621,-0.117853,-0.148086,-0.09116,-0.103413
2019-12,601288.SH,水,-0.432196,-0.37717,-0.304311,-0.160962,-0.183335,-0.149052,-0.107392
2020-01,601288.SH,土,-0.316811,-0.229941,-0.066458,-0.157985,-0.137636,-0.105114,-0.082989
2020-02,601288.SH,木,-0.132025,0.091265,-0.011679,-0.113862,-0.046644,-0.043988,-0.065173
2020-03,601288.SH,木,0.371997,0.054614,0.011923,-0.115173,-0.089949,0.008902,-0.043994
2020-04,601288.SH,土,-0.189349,-0.13095,-0.240538,-0.171163,-0.11764,-0.075145,-0.059578
2020-05,601288.SH,火,-0.068345,-0.264908,-0.205481,-0.06366,-0.054522,-0.041177,-0.055979
2020-06,601288.SH,火,-0.42,-0.266282,-0.226305,-0.136972,0.007897,-0.103551,-0.054753
2020-07,601288.SH,土,-0.071825,-0.106406,-0.09545,-0.048923,-0.012365,-0.092879,-0.060663
2020-08,601288.SH,金,-0.139698,-0.107037,0.103476,0.031396,0.020822,-0.077881,-0.057742
2020-09,601288.SH,金,-0.073135,0.249738,-0.037323,0.150375,-0.058448,-0.072555,-0.050153
2020-10,601288.SH,土,0.685085,-0.018901,-2e-06,0.031997,-0.09202,-0.066667,-0.063949
2020-11,601288.SH,水,-0.42878,-0.22965,-0.035977,-0.018154,-0.13145,-0.115501,-0.064382
2020-12,601288.SH,水,0.038897,0.252361,0.37467,-0.068836,-0.08401,-0.063694,-0.03732
2021-01,601288.SH,土,0.509685,0.58129,0.06502,-0.134804,-0.087886,-0.060317,-0.038849
2021-02,601288.SH,木,0.656292,-0.105473,-1e-06,-0.17558,-0.140524,-0.085889,-0.051963
2021-03,601288.SH,木,-0.516885,-0.222983,-0.369254,-0.252284,-0.176195,-0.094118,-0.043597
2021-04,601288.SH,土,0.249716,-0.279297,-0.297136,-0.155898,-0.098728,-0.04375,0.033804
2021-05,601288.SH,火,-0.584375,-0.47289,-0.320331,-0.203197,-0.112847,-0.070552,0.039113
2021-06,601288.SH,火,-0.3315,-0.130848,-0.113622,-0.058524,0.022063,-0.0033,0.07936
2021-07,601288.SH,土,0.130029,0.020652,0.013721,0.020583,0.059591,-0.027303,0.111528
2021-08,601288.SH,金,-0.078137,-0.039863,-0.065875,0.013559,0.031654,-0.037162,0.081166
2021-09,601288.SH,金,0.0,-0.059683,-1e-06,0.097506,0.036445,-0.02721,0.106567
2021-10,601288.SH,土,-0.115804,-1e-06,0.02749,0.083298,-0.040606,-0.061224,0.105029
2021-11,601288.SH,水,0.130969,0.107624,0.099749,0.084174,-0.027396,-0.010309,0.121487
2021-12,601288.SH,水,0.084761,0.084464,0.204521,0.055163,-0.036115,-0.010203,0.112698
2022-01,601288.SH,土,0.084166,0.269272,0.142137,-0.072943,-0.089059,-0.016891,0.146381
2022-02,601288.SH,木,0.485981,0.172275,0.06882,-0.085345,-0.04449,-0.016778,0.185766
2022-03,601288.SH,木,-0.075204,-0.093537,-0.075675,-0.137754,-0.072907,0.009741,0.171912
2022-04,601288.SH,土,-0.111507,-0.075911,-0.24752,-0.186465,-0.064818,0.117647,0.199129
2022-05,601288.SH,火,-0.038889,-0.307507,-0.217273,-0.096558,-0.043759,0.161717,0.20368
2022-06,601288.SH,火,-0.50105,-0.293636,-0.195664,-0.07152,0.039932,0.168875,0.201544
2022-07,601288.SH,土,0.0,0.02124,-0.120456,0.042549,0.27519,0.270176,0.269065
2022-08,601288.SH,金,0.04293,-0.175129,0.042775,0.056929,0.325146,0.214035,0.259351
2022-09,601288.SH,金,-0.347596,0.042697,0.071786,0.182466,0.32397,0.258741,0.2955
2022-10,601288.SH,土,0.666478,0.373737,0.235765,0.535442,0.435707,0.300724,0.309109
2022-11,601288.SH,水,0.132421,0.064152,0.071276,0.493827,0.277159,0.270833,0.292338
2022-12,601288.SH,水,0.0,0.041953,0.304575,0.47151,0.328044,0.250859,0.35464
2023-01,601288.SH,土,0.085666,0.49006,0.907793,0.547501,0.323127,0.336769,0.331613
2023-02,601288.SH,木,1.045083,1.528999,1.083047,0.394494,0.345295,0.430034,0.323197
2023-03,601288.SH,木,2.127422,1.102293,0.659805,0.339936,0.23345,0.360129,0.290579
2023-04,601288.SH,土,0.413188,0.209184,0.255252,0.101886,0.187312,0.286551,0.258886
2023-05,601288.SH,火,0.03463,0.183032,-0.066457,0.081127,0.261523,0.24716,0.253404
2023-06,601288.SH,火,0.352719,-0.113235,0.08171,0.063295,0.272784,0.235127,0.290628
2023-07,601288.SH,土,-0.418687,-0.032698,-0.032742,0.154734,0.297156,0.267955,0.319216
2023-08,601288.SH,金,0.609588,0.247695,0.252044,0.466479,0.373572,0.306357,0.424395
2023-09,601288.SH,金,-0.032831,0.104262,0.045193,0.380628,0.290958,0.333333,0.361168
2023-10,601288.SH,土,0.260787,0.086535,0.378547,0.502164,0.387686,0.317549,0.48905
2023-11,601288.SH,水,-0.063633,0.44149,0.717641,0.43869,0.32498,0.314207,0.482133
2023-12,601288.SH,水,1.219101,1.326352,0.823713,0.434729,0.446059,0.467031,0.452545
2024-01,601288.SH,土,1.438787,0.653279,0.636866,0.392278,0.297822,0.326477,0.314346
2024-02,601288.SH,木,0.120775,0.341012,0.205042,0.163719,0.202009,0.224342,0.235898
2024-03,601288.SH,木,0.604527,0.249522,0.128712,0.287658,0.364375,0.224585,0.258539
2024-04,601288.SH,土,-0.026938,-0.053324,0.184237,0.155623,0.236693,0.231817,0.254083
2024-05,601288.SH,火,-0.078995,0.306434,0.123813,0.200495,0.230844,0.25968,0.231699
2024-06,601288.SH,火,0.85316,0.241394,0.468987,0.500061,0.258319,0.348623,
2024-07,601288.SH,土,-0.168415,0.307887,0.1277,0.263786,0.248098,0.372549,
2024-08,601288.SH,金,1.056999,0.31322,0.28241,0.288124,0.308526,0.553098,
2024-09,601288.SH,金,-0.161621,0.012565,0.531793,0.164601,0.310734,0.389583,
2024-10,601288.SH,土,0.222941,1.070521,0.416294,0.313034,0.465455,0.682874,
2024-11,601288.SH,水,2.50553,0.524148,0.293864,0.321783,0.655476,0.671517,
2024-12,601288.SH,水,-0.337325,-0.213939,-0.11457,0.212473,0.345177,0.438202,
2025-01,601288.SH,土,-0.06758,0.023485,0.217304,0.490672,0.782452,0.302325,
2025-02,601288.SH,木,0.123443,0.390889,0.350303,0.872579,0.820475,0.247563,
2025-03,601288.SH,木,0.722004,0.480375,0.660312,0.658028,0.690603,0.293436,
2025-04,601288.SH,土,0.27265,0.630299,0.82543,1.156886,0.331966,0.276752,
2025-05,601288.SH,火,1.088458,1.186217,1.596862,1.113788,0.215084,0.20434,
2025-06,601288.SH,火,1.288552,1.895746,0.655748,0.705955,0.190136,,
2025-07,601288.SH,土,2.664039,0.408352,1.548527,0.137776,0.133323,,
2025-08,601288.SH,金,-0.45867,1.125464,0.720577,-0.168839,-0.067785,,
2025-09,601288.SH,金,7.345368,2.067468,0.757684,0.009015,,,
2025-10,601288.SH,土,0.127495,-0.193344,-0.492046,-0.244236,,,
2025-11,601288.SH,水,-0.422885,-0.659059,-0.59849,-0.313822,,,
2025-12,601288.SH,水,-0.798583,-0.665102,-0.420766,,,,
2026-01,601288.SH,土,-0.443162,-0.017725,0.124469,,,,
2026-02,601288.SH,木,0.732758,0.597928,0.172675,,,,
2026-03,601288.SH,木,0.473589,-0.035288,,,,,
2026-04,601288.SH,土,-0.368434,,,,,,
2026-05,601288.SH,火,,,,,,,
2012-09,801010.SI,金,-0.339929,-0.571735,0.071041,0.042772,-0.108011,0.119243,0.18059
2012-10,801010.SI,土,-0.722134,0.364313,0.585714,0.035061,-0.042198,0.182688,0.196427
2012-11,801010.SI,水,5.698736,2.788086,1.649228,0.630645,0.222056,0.415016,0.300057
2012-12,801010.SI,水,1.142135,0.666029,0.015249,-0.185978,0.135787,0.172881,0.167768
2013-01,801010.SI,土,0.295741,-0.301067,-0.324372,-0.255608,0.072552,0.011831,0.190406
2013-02,801010.SI,木,-0.62299,-0.512132,0.00369,-0.170002,0.148088,-0.003215,0.191773
2013-03,801010.SI,木,-0.368678,0.637656,-0.347321,0.201321,0.230687,0.028753,0.365452
2013-04,801010.SI,土,3.248096,-0.336374,-0.179846,0.351369,0.157643,0.048165,0.47497
2013-05,801010.SI,火,-0.89633,-0.639632,-0.313636,0.227901,-0.005505,-0.046465,0.549646
2013-06,801010.SI,火,0.252678,0.766058,1.211152,0.689941,0.197242,0.169134,0.638818
2013-07,801010.SI,土,1.489834,1.937704,1.226652,0.375353,0.137473,0.262127,0.553823
2013-08,801010.SI,金,2.466138,1.105684,1.196708,0.197089,0.063974,0.219588,0.385107
2013-09,801010.SI,金,0.279207,0.748781,0.29159,-0.119025,-0.054606,0.2453,0.267769
2013-10,801010.SI,土,1.390728,0.297826,-0.150475,-0.187009,0.044527,0.210326,0.347449
2013-11,801010.SI,水,-0.295465,-0.493593,-0.34765,-0.259525,0.002367,0.194437,0.342131
2013-12,801010.SI,水,-0.636005,-0.372274,-0.3991,-0.19117,0.230242,0.162679,0.392484
2014-01,801010.SI,土,0.082539,-0.227932,-0.221972,0.158221,0.361898,0.400499,0.26171
2014-02,801010.SI,木,-0.449361,-0.340415,-0.159496,0.242509,0.461249,0.424904,0.271568
2014-03,801010.SI,木,-0.209914,0.038428,0.088709,0.760293,0.448812,0.812349,0.395244
2014-04,801010.SI,土,0.36483,0.278,0.724202,0.801853,0.703643,1.075567,0.382305
2014-05,801010.SI,火,0.196693,0.937951,0.836789,0.92671,0.69903,1.518422,0.364485
2014-06,801010.SI,火,2.13836,1.275609,1.84615,0.671331,1.147923,1.297192,0.36511
2014-07,801010.SI,土,0.650033,1.710413,0.883002,0.693456,1.207936,0.912936,0.311642
2014-08,801010.SI,金,3.452236,1.011545,1.021033,0.634074,1.79781,0.573089,0.305813
2014-09,801010.SI,金,-0.091172,0.361667,-0.018553,0.865946,1.138834,0.290643,0.206436
2014-10,801010.SI,土,1.040141,0.019905,0.52299,1.390861,0.923019,0.500106,0.230942
2014-11,801010.SI,水,-0.490131,0.315877,0.321205,2.291854,0.447039,0.508088,0.210923
2014-12,801010.SI,水,2.396032,1.126796,2.547571,2.157419,0.41401,0.667712,0.234771
2015-01,801010.SI,土,0.331925,2.625858,2.753286,1.160861,0.492555,0.136676,0.156724
2015-02,801010.SI,木,8.870559,5.300536,7.201835,0.514381,0.576083,0.134733,0.15442
2015-03,801010.SI,木,3.021733,6.476454,1.810174,-0.107285,0.296734,0.074135,0.032764
2015-04,801010.SI,土,12.898827,1.349056,0.244062,-0.058783,-0.236671,-0.0794,-0.053572
2015-05,801010.SI,火,-0.602984,-0.627802,-0.720386,-0.309104,-0.413113,-0.26072,-0.188172
2015-06,801010.SI,火,-0.651069,-0.765343,-0.716409,-0.119134,-0.220468,-0.188782,-0.145643
2015-07,801010.SI,土,-0.842192,-0.744336,-0.287907,-0.402075,-0.167315,-0.100647,-0.114694
2015-08,801010.SI,金,-0.585801,0.512659,0.707131,-0.149739,0.022254,0.083949,-0.02184
2015-09,801010.SI,金,4.524241,2.465737,1.736066,0.292422,0.151559,0.127724,0.010423
2015-10,801010.SI,土,1.174295,0.925545,-0.497939,-0.099565,-0.027861,0.010074,-0.039637
2015-11,801010.SI,水,0.705253,-0.758746,-0.576516,-0.208949,-0.068343,-0.027687,-0.089836
2015-12,801010.SI,水,-0.965868,-0.788962,-0.389505,-0.252922,-0.160743,-0.085778,-0.106225
2016-01,801010.SI,土,0.304855,1.58192,0.61491,0.35274,0.275124,0.177127,0.029426
2016-02,801010.SI,木,4.108851,0.796559,0.477652,0.381865,0.282711,0.174449,-0.019643
2016-03,801010.SI,木,-0.368229,-0.205312,-0.085783,-0.015986,0.045943,-0.007012,-0.085282
2016-04,801010.SI,土,-0.000384,0.099751,0.133131,0.133064,0.059371,-0.027019,-0.082971
2016-05,801010.SI,火,0.209916,0.206434,0.292287,0.195108,0.087897,-0.108503,-0.055877
2016-06,801010.SI,火,0.202961,0.335552,0.05914,0.118762,0.020725,-0.100211,-0.128068
2016-07,801010.SI,土,0.482758,-0.006188,0.132998,0.024312,-0.075205,-0.128521,-0.131803
2016-08,801010.SI,金,-0.333902,-0.009605,0.105237,-0.001835,-0.212277,-0.117305,-0.184291
2016-09,801010.SI,金,0.472579,0.423685,0.181739,0.002043,-0.147809,-0.094677,-0.159143
2016-10,801010.SI,土,0.376413,0.058628,-0.073949,-0.164486,-0.201516,-0.086902,-0.193835
2016-11,801010.SI,水,-0.185788,-0.240412,-0.098533,-0.334984,-0.18104,-0.148012,-0.181308
2016-12,801010.SI,水,-0.291372,-0.05146,-0.150328,-0.276324,-0.171618,-0.126215,-0.176793
2017-01,801010.SI,土,0.269675,-0.069605,-0.246172,-0.258551,-0.09118,-0.099741,-0.150307
2017-02,801010.SI,木,-0.318223,-0.419152,-0.509414,-0.219417,-0.163894,-0.181658,-0.07086
2017-03,801010.SI,木,-0.505139,-0.583849,-0.383636,-0.182062,-0.118026,-0.157383,0.02354
2017-04,801010.SI,土,-0.650039,-0.312117,-0.270726,-0.002114,-0.044863,-0.135705,0.084232
2017-05,801010.SI,火,0.352102,0.052751,0.242004,0.091527,-0.029472,-0.000145,0.122897
2017-06,801010.SI,火,-0.180324,0.190364,0.085433,0.055031,-0.064821,-0.155062,0.063413
2017-07,801010.SI,土,0.728691,0.24906,0.365436,0.093083,-0.085355,-0.135073,0.110743
2017-08,801010.SI,金,-0.097495,0.213523,-0.040719,-0.142073,-0.069874,-0.246194,0.090167
2017-09,801010.SI,金,0.631724,-0.011006,0.02548,-0.131959,-0.222742,-0.219017,0.047098
2017-10,801010.SI,土,-0.400567,-0.187043,-0.124946,-0.251412,-0.257182,-0.288245,0.08866
2017-11,801010.SI,水,0.102541,0.05726,-0.232717,-0.084117,-0.304393,-0.213303,0.057552
2017-12,801010.SI,水,0.013839,-0.359918,-0.265227,-0.323318,-0.286798,-0.224443,0.062086
2018-01,801010.SI,土,-0.595887,-0.374474,-0.3596,-0.315606,-0.335601,-0.198032,0.039997
2018-02,801010.SI,木,-0.031748,-0.193831,0.093262,-0.337679,-0.206723,0.054939,0.123674
2018-03,801010.SI,木,-0.328782,0.161696,-0.376817,-0.297345,-0.210352,0.24331,0.187055
2018-04,801010.SI,土,1.01058,-0.39953,-0.26859,-0.323266,-0.135578,0.360136,0.205032
2018-05,801010.SI,火,-0.820666,-0.558856,-0.598753,-0.324266,0.042465,0.261081,0.144528
2018-06,801010.SI,火,0.085175,-0.399812,-0.207737,-0.111121,0.565192,0.338379,0.266543
2018-07,801010.SI,土,-0.668048,-0.323054,-0.373854,-0.060259,0.67259,0.426419,0.36082
2018-08,801010.SI,金,0.380488,-0.140045,0.137991,0.680298,0.847225,0.576619,0.460103
2018-09,801010.SI,金,-0.464304,0.033218,-0.002722,1.19997,0.593979,0.403892,0.310182
2018-10,801010.SI,土,0.992806,0.360708,0.410395,1.733672,0.876886,0.665151,0.313388
2018-11,801010.SI,水,-0.070894,0.18653,1.48104,1.353478,0.757611,0.421659,0.295648
2018-12,801010.SI,水,0.515279,3.054322,3.853076,1.015188,0.573401,0.454474,0.31167
2019-01,801010.SI,土,9.847856,7.685192,4.298487,1.165142,0.759913,0.348673,0.291209
2019-02,801010.SI,木,5.953684,2.703018,1.232474,0.479337,0.180817,0.196887,0.21671
2019-03,801010.SI,木,0.971954,0.264947,-0.163215,-0.104118,-0.02665,0.133346,0.078992
2019-04,801010.SI,土,-0.188576,-0.454904,-0.115249,0.014287,-0.145278,0.067615,0.049468
2019-05,801010.SI,火,-0.633818,-0.076137,-0.019725,-0.141222,-0.027681,0.038748,0.033347
2019-06,801010.SI,火,1.330866,0.603885,-0.040848,0.049775,0.253946,0.198562,0.057315
2019-07,801010.SI,土,0.103644,-0.384721,0.16279,-0.159908,0.136613,0.298238,-0.054849
2019-08,801010.SI,金,-0.656983,0.193541,-0.247661,-0.031635,0.059004,0.352198,-0.0609
2019-09,801010.SI,金,3.152971,0.114198,0.14896,0.433753,0.290976,0.222726,0.027152
2019-10,801010.SI,土,-0.701072,-0.395664,-0.39305,0.123746,0.346807,0.035934,-0.01906
2019-11,801010.SI,水,0.221773,-0.135139,0.24642,0.256433,0.644053,0.180806,0.03312
2019-12,801010.SI,水,-0.387788,0.25893,0.789137,0.368437,0.248353,0.182886,0.060448
2020-01,801010.SI,土,1.588816,2.058543,1.080575,1.006233,0.238014,0.236193,0.05717
2020-02,801010.SI,木,2.613499,0.865196,0.266527,0.888171,0.159712,0.236861,0.019942
2020-03,801010.SI,木,-0.037233,-0.250179,0.046661,0.042759,0.030488,0.027244,-0.019102
2020-04,801010.SI,土,-0.416025,0.091311,0.934548,-0.045015,0.039251,0.03163,-0.082355
2020-05,801010.SI,火,1.039403,2.52105,1.814935,0.109732,0.227127,0.027974,-0.036185
2020-06,801010.SI,火,5.079128,2.307128,0.038872,0.022495,0.020852,-0.067287,-0.04546
2020-07,801010.SI,土,0.799122,-0.57054,-0.528574,-0.238288,-0.163424,-0.311905,-0.098973
2020-08,801010.SI,金,-0.897486,-0.758682,-0.56251,-0.189785,-0.265226,-0.347796,-0.11847
2020-09,801010.SI,金,-0.431939,-0.096227,0.006376,0.011959,-0.100206,-0.13714,-0.082384
2020-10,801010.SI,土,0.437884,0.3395,0.230745,0.114426,-0.219463,-0.071134,-0.090365
2020-11,801010.SI,水,0.247848,0.13865,0.500488,-0.04776,-0.254944,-0.096094,-0.080458
2020-12,801010.SI,水,0.039009,0.645387,0.017573,-0.149185,-0.180277,-0.049317,-0.082403
2021-01,801010.SI,土,1.605654,0.007022,0.0091,-0.378407,-0.154304,-0.095926,-0.068952
2021-02,801010.SI,木,-0.61081,-0.372024,-0.395689,-0.474991,-0.236598,-0.158933,-0.102777
2021-03,801010.SI,木,0.013268,-0.246974,-0.288616,-0.264271,-0.070622,-0.063356,-0.07594
2021-04,801010.SI,土,-0.440377,-0.403935,-0.617107,-0.225798,-0.128447,-0.183746,-0.096099
2021-05,801010.SI,火,-0.365118,-0.683285,-0.543886,-0.141975,-0.060953,-0.09634,-0.121749
2021-06,801010.SI,火,-0.842004,-0.613398,-0.239094,0.062274,0.026593,-0.023123,-0.09171
2021-07,801010.SI,土,-0.054019,0.669837,0.565422,0.314927,0.050528,0.179852,0.007973
2021-08,801010.SI,金,1.947578,1.01375,0.614084,0.347392,0.134964,0.191491,-0.031883
2021-09,801010.SI,金,0.37577,0.194418,0.483003,0.192426,0.061719,-0.024152,-0.086408
2021-10,801010.SI,土,0.036972,0.539714,0.104516,-0.139411,0.073724,-0.109197,-0.096639
2021-11,801010.SI,水,1.286195,0.13992,0.124765,-0.048279,0.076827,-0.064551,-0.085851
2021-12,801010.SI,水,-0.431625,-0.211074,-0.041215,-0.101655,-0.15122,-0.114338,-0.122851
2022-01,801010.SI,土,0.095058,0.245272,-0.329468,0.058652,-0.170814,-0.041172,-0.163442
2022-02,801010.SI,木,0.41609,-0.4753,-0.1947,0.053629,-0.12029,-0.042872,-0.14369
2022-03,801010.SI,木,-0.805584,-0.392717,-0.158285,-0.201394,-0.137451,-0.088355,-0.144932
2022-04,801010.SI,土,0.89693,0.751387,0.671424,-0.077922,0.080225,0.000959,-0.088008
2022-05,801010.SI,火,0.61701,0.568933,0.378536,-0.080546,0.013851,-0.146442,-0.093
2022-06,801010.SI,火,0.522284,0.27283,-0.242296,-0.126842,-0.063777,-0.155481,-0.161365
2022-07,801010.SI,土,0.064254,-0.465434,-0.491315,-0.131584,-0.156291,-0.138867,-0.177042
2022-08,801010.SI,金,-0.731491,-0.648317,-0.386743,-0.130535,-0.272492,-0.21338,-0.21423
2022-09,801010.SI,金,-0.539379,-0.073203,0.006204,0.040685,-0.124386,-0.144692,-0.092715
2022-10,801010.SI,土,0.864769,0.487159,0.482541,0.086587,0.026307,-0.083905,-0.073739
2022-11,801010.SI,水,0.186013,0.321897,0.232714,-0.207616,-0.145316,-0.106665,-0.098668
2022-12,801010.SI,水,0.473349,0.256749,0.076348,-0.183181,-0.189784,-0.131282,-0.123566
2023-01,801010.SI,土,0.071992,-0.080025,-0.203616,-0.146089,-0.219718,-0.27012,-0.150568
2023-02,801010.SI,木,-0.210485,-0.313584,-0.490658,-0.288332,-0.197586,-0.233889,-0.152162
2023-03,801010.SI,木,-0.403219,-0.590896,-0.380132,-0.297049,-0.191176,-0.197998,-0.135379
2023-04,801010.SI,土,-0.719552,-0.368255,-0.084405,-0.227646,-0.29103,-0.169067,-0.10175
2023-05,801010.SI,火,0.423089,0.654357,-0.005636,0.007147,-0.122219,-0.036212,-0.041223
2023-06,801010.SI,火,0.923208,-0.168807,-0.20283,-0.076087,-0.126089,-0.167209,-0.05279
2023-07,801010.SI,土,-0.640766,-0.486769,-0.348477,-0.376136,-0.19551,-0.213524,-0.060728
2023-08,801010.SI,金,-0.266756,-0.122584,0.020094,-0.17528,-0.046194,-0.215078,0.019423
2023-09,801010.SI,金,0.049936,0.203196,0.070808,-0.08499,-0.154984,-0.037579,0.026404
2023-10,801010.SI,土,0.378828,0.0814,-0.402621,-0.106045,-0.162592,-0.06346,0.021277
2023-11,801010.SI,水,-0.15187,-0.606794,-0.333235,-0.077705,-0.280736,-0.090599,0.015292
2023-12,801010.SI,水,-0.817704,-0.408809,-0.218121,-0.249344,-0.071212,-0.11578,0.020571
2024-01,801010.SI,土,0.91725,0.619275,0.33777,-0.008527,0.087974,-0.011435,0.094779
2024-02,801010.SI,木,0.36761,0.117462,0.275755,-0.252956,0.008516,-0.061717,0.064728
2024-03,801010.SI,木,-0.086931,0.232167,-0.279319,0.01229,-0.078772,-0.06787,0.018445
2024-04,801010.SI,土,0.662783,-0.359731,-0.265181,-0.018846,-0.106256,-0.028979,0.03348
2024-05,801010.SI,火,-0.753459,-0.511513,-0.562553,-0.103314,-0.153053,-0.046207,-0.003676
2024-06,801010.SI,火,-0.032133,-0.417301,0.421893,0.041548,0.015596,0.077348,
2024-07,801010.SI,土,-0.64919,0.723425,0.310069,-0.014334,0.06556,0.121754,
2024-08,801010.SI,金,7.466671,1.531658,0.83804,0.178478,0.236792,0.323984,
2024-09,801010.SI,金,-0.242997,-0.143601,-0.237058,-0.141682,-0.017832,0.09464,
2024-10,801010.SI,土,-0.031154,-0.234071,-0.258407,-0.039008,0.065202,0.11368,
2024-11,801010.SI,水,-0.394489,-0.351184,-0.244407,0.014536,0.186839,0.133514,
2024-12,801010.SI,水,-0.304783,-0.155945,-0.034383,0.114379,0.234614,0.177948,
2025-01,801010.SI,土,0.024757,0.138014,0.245299,0.276631,0.275338,0.212404,
2025-02,801010.SI,木,0.263788,0.372777,0.36222,0.487455,0.297598,0.208213,
2025-03,801010.SI,木,0.491165,0.414275,0.286058,0.396028,0.258635,0.112752,
2025-04,801010.SI,土,0.34135,0.19434,0.308752,0.290628,0.201634,0.099956,
2025-05,801010.SI,火,0.063441,0.29275,0.624203,0.266446,0.160849,0.040753,
2025-06,801010.SI,火,0.571506,1.007261,0.515403,0.245144,0.060338,,
2025-07,801010.SI,土,1.563845,0.488107,0.272756,0.151409,0.038042,,
2025-08,801010.SI,金,-0.136273,-0.103249,-0.01251,-0.018607,-0.102743,,
